sec,nanosec,positions,velocities,efforts
1715489753,234599674,"array('d', [0.0015727544491535386, -0.7845881986190506, 7.396999853331088e-05, -2.355416205974779, 0.004169294421071769, 1.572378999958939, 0.7807909407137505, 0.01588345319032669, 0.01588345319032669])","array('d', [0.00013745259948091016, 0.0007590967355777956, -0.0008082267985340341, -9.204384034153847e-05, 0.0008165701966777603, 0.001024721732534477, -0.0015334738850230137, 0.0, 0.0])","array('d', [-0.30114784836769104, -3.835096836090088, -0.45771339535713196, 22.47830581665039, 0.6734960079193115, 2.1536295413970947, 0.043654173612594604, 0.0, 0.0])"
1715489753,301410559,"array('d', [0.001574469880224026, -0.7845539786374205, 9.716988484816854e-05, -2.3554296779148256, 0.004175493895409282, 1.5723861809884199, 0.7808113486189918, 0.01588345319032669, 0.01588345319032669])","array('d', [-8.211852157705016e-05, 0.0015490457110685894, 0.0012324256753175513, 0.00047377651994625735, 0.0013031339618839602, 0.001070821162081694, -8.52868578895919e-05, 0.0, 0.0])","array('d', [-0.32495155930519104, -4.164381504058838, -0.6838486194610596, 22.60525894165039, 0.6597630977630615, 2.1270792484283447, -0.0698712170124054, 0.0, 0.0])"
1715489753,368003470,"array('d', [0.0016413037349498575, -0.7845010417764439, 0.00015688013063229668, -2.355520165086839, 0.004212109670612446, 1.5723819894113351, 0.7808089432567173, 0.01588345319032669, 0.01588345319032669])","array('d', [0.003288690216689059, 0.0010897419077823395, 0.002840364819549536, -0.0017388273262044617, 0.0013034969138490298, 0.0013723284868670245, 0.0020307074391330603, 0.0, 0.0])","array('d', [-0.7573856115341187, -4.239759922027588, -0.9893295764923096, 23.06546401977539, 0.49771472811698914, 2.1536295413970947, -0.049729615449905396, 0.0, 0.0])"
1715489753,434634724,"array('d', [0.0035561649925110145, -0.7831627709665235, 0.0015217298981199628, -2.3560563206744303, 0.0060296365540777564, 1.5724161887356733, 0.780794400728202, 0.015883125364780426, 0.015883125364780426])","array('d', [0.05374567867530866, 0.03722635525653433, 0.0389200936120908, -0.016655586402501518, 0.04925995711406847, 0.001694928194764415, -9.47905438123802e-05, 0.0, 0.0])","array('d', [-0.8565677404403687, -5.017347812652588, -1.1678574085235596, 23.45029067993164, 0.38327381014823914, 1.9943277835845947, 0.023512572050094604, 0.0, 0.0])"
1715489753,501394412,"array('d', [0.008730569887873114, -0.7789193495866834, 0.005116170854899651, -2.357671410108685, 0.006911714717238967, 1.5724134080872263, 0.780803105588429, 0.015883125364780426, 0.015883125364780426])","array('d', [0.09680519187682868, 0.08560793290579115, 0.0612110920941023, -0.021173041100170147, 0.00045205119536430825, 0.0016355664229192992, -0.00031483847818288626, 0.0, 0.0])","array('d', [-0.7296146154403687, -4.941969394683838, -1.3186142444610596, 23.57724380493164, 0.5590550899505615, 2.0208780765533447, -0.009446412324905396, 0.0, 0.0])"
1715489753,568117802,"array('d', [0.017436059982481406, -0.7710721501906223, 0.010268976245595649, -2.358863834449922, 0.0069166913150294825, 1.572416548472079, 0.7808216017515884, 0.01588345319032669, 0.01588345319032669])","array('d', [0.13609785653521578, 0.14233713479989435, 0.10061984780732842, -0.009333959419833174, 0.00048568683296175424, -0.0004058772610197235, 0.0011356502722865902, 0.0, 0.0])","array('d', [-0.9597171545028687, -5.219679355621338, -1.4455673694610596, 23.27176284790039, 0.5453221797943115, 1.9943277835845947, -0.0890972912311554, 0.0, 0.0])"
1715489753,634802290,"array('d', [0.026254357056068853, -0.7601583128703121, 0.01770493477423033, -2.35921325851334, 0.006907136032479738, 1.57244779107881, 0.7808245026518643, 0.01588345319032669, 0.01588345319032669])","array('d', [0.1481787386632909, 0.1913022096625762, 0.10994045532106399, -0.0012960609768827471, -0.0007539777665146856, 0.000518564013400825, 0.0006018227054070889, 0.0, 0.0])","array('d', [-0.6542361974716187, -5.445814609527588, -1.6994736194610596, 23.16861343383789, 0.5856053829193115, 1.8350260257720947, -0.029588013887405396, 0.0, 0.0])"
1715489753,701336944,"array('d', [0.03551094041735455, -0.7454579651964407, 0.026575209699593812, -2.3592157568408725, 0.0069171884077799, 1.5727068709596386, 0.7808175177318468, 0.01588345319032669, 0.01588345319032669])","array('d', [0.136762784283959, 0.24348274837652592, 0.15004509491029658, 0.0006081592047012083, 5.7306846492120997e-05, 0.017039192040299883, 0.0012438710463620688, 0.0, 0.0])","array('d', [-0.6820071935653687, -5.898085117340088, -1.5209457874298096, 23.01785659790039, 0.5050389766693115, 1.7150919437408447, -0.049729615449905396, 0.0, 0.0])"
1715489753,768002029,"array('d', [0.04544603598058622, -0.7272892832413418, 0.03676223642919922, -2.359188594150885, 0.006918678436206157, 1.5748571779510943, 0.7808587094146914, 0.01588345319032669, 0.01588345319032669])","array('d', [0.1389406000889315, 0.2832141252273869, 0.17033151932164758, -0.0003114204972460716, -0.0004890663874384878, 0.03015209156382552, 0.0004193633739072476, 0.0, 0.0])","array('d', [-0.8327640295028687, -6.981153964996338, -1.7748520374298096, 22.96628189086914, 0.5251805782318115, 1.7022745609283447, -0.1559307873249054, 0.0, 0.0])"
1715489753,834758792,"array('d', [0.05561343915462034, -0.7057887844783102, 0.04876523755603533, -2.359193018112318, 0.006942420077478416, 1.579238375367239, 0.7808268138107807, 0.01588345319032669, 0.01588345319032669])","array('d', [0.16372670908837, 0.3592690416786214, 0.19635838134455777, -0.0005450371714651029, -0.00020949086995922944, 0.11555980230896996, -0.002009195031825978, 0.0, 0.0])","array('d', [-0.9835208654403687, -7.433424472808838, -1.8541977405548096, 23.01785659790039, 0.43728992342948914, 1.5292398929595947, -0.016770631074905396, 0.0, 0.0])"
