time,gr,gr_state,tx,ty,tz,rx,ry,rz,qw,qx,qy,qz,xx,xy,xz,yx,yy,yz,zx,zy,zz
0.0,0.04000938683748245,Empty,0.30842,-0.00039,0.48421,0.00158,-0.00148,0.00494,1.0,0.00079,-0.00074,0.00247,0.9999976345955797,0.0015825032878767353,-0.0014921416117596503,0.0015898471227092092,-0.9999865668826584,0.004933400486555285,-0.001484314445155767,-0.004935761094116094,-0.9999867174483119
0.067,0.04000938683748245,Empty,0.30843,-0.00039,0.4842,0.00158,-0.0015,0.00494,1.0,0.00079,-0.00075,0.00247,0.9999976105719848,0.0015840782100654538,-0.001506501425559819,0.001591489688747616,-0.9999865748531227,0.004931254819049682,-0.0014986697072498336,-0.004933640617656128,-0.9999867065013236
0.133,0.04000938683748245,Empty,0.30843,-0.00039,0.48421,0.0016,-0.0015,0.00494,1.0,0.0008,-0.00075,0.00247,0.9999975976151658,0.0015940757287416507,-0.0015045552391525353,0.0016014794197727888,-0.9999865525627287,0.004932540661458023,-0.0014966721633907776,-0.004934938325848557,-0.9999867030896737
0.2,0.04000938683748245,Empty,0.30842,-0.00039,0.48421,0.0016,-0.00148,0.00494,1.0,0.0008,-0.00074,0.00247,0.9999976199852838,0.001593451746637442,-0.0014902802753417978,0.0016007826296112748,-0.9999865615594018,0.004930942666185694,-0.0014824030290947444,-0.004933316545247602,-0.9999867323465468
0.267,0.04000938683748245,Empty,0.30843,-0.00039,0.48421,0.00158,-0.0015,0.00494,1.0,0.00079,-0.00075,0.00247,0.9999976136411709,0.0015841917525603044,-0.0015043431968531137,0.00159159446378776,-0.9999865684849095,0.004932512223783371,-0.0014965089460602934,-0.004934894757343027,-0.9999867035489562
0.333,0.04000938683748245,Empty,0.30843,-0.00039,0.48421,0.00158,-0.0015,0.00494,1.0,0.00079,-0.00075,0.00247,0.9999976159646149,0.0015854461642788031,-0.0015014744575837192,0.0015928369055350222,-0.9999865592375936,0.004933985686151112,-0.0014936317079414453,-0.004936365527283405,-0.9999867005914138
0.4,0.04000938683748245,Empty,0.30842,-0.00039,0.48421,0.0016,-0.00148,0.00494,1.0,0.0008,-0.00074,0.00247,0.9999976295645014,0.001587500679412046,-0.001490203667651903,0.0015948383887992024,-0.9999865472998539,0.004935758283206591,-0.0014823481007606913,-0.004938123217326246,-0.9999867087032699
0.467,0.04000938683748245,Empty,0.30843,-0.00039,0.48421,0.0016,-0.0015,0.00494,1.0,0.0008,-0.00075,0.00247,0.9999976027089066,0.0015925989791117923,-0.0015027324882873755,0.0015999891372060482,-0.9999865699705968,0.004929494213557658,-0.0014948615990938309,-0.00493188675178247,-0.9999867208527659
0.533,0.04000938683748245,Empty,0.30843,-0.00039,0.4842,0.00158,-0.00152,0.00494,1.0,0.00079,-0.00076,0.00247,0.9999975971006982,0.0015838934121795156,-0.0015156102693236991,0.0015913510011358878,-0.999986571252535,0.004932029662293289,-0.0015077781072852742,-0.0049344296790420775,-0.9999866889158685
0.6,0.04000938683748245,Empty,0.30842,-0.00039,0.48421,0.00158,-0.00148,0.00494,1.0,0.00079,-0.00074,0.00247,0.9999976471925864,0.0015860756211097393,-0.0014798558765347996,0.0015933540962327908,-0.9999865769828233,0.004930220775959589,-0.0014720163094243423,-0.004932567110522306,-0.9999867513870796
