time,gr,gr_state,tx,ty,tz,rx,ry,rz,qw,qx,qy,qz,xx,xy,xz,yx,yy,yz,zx,zy,zz
0.0,0.04001201316714287,Empty,0.30975,0.00498,0.4766,0.01401,-0.02174,0.00623,0.99991,0.00704,-0.01085,0.00319,0.9996654712801731,0.014015750061326215,-0.021737163577803954,0.014154260284533982,-0.9998804065788173,0.0062313285562887255,-0.02164722721245,-0.006536917469051699,-0.9997443004408755
0.067,0.04001201316714287,Empty,0.30966,0.00878,0.46901,0.02486,-0.04126,0.00913,0.9997,0.01252,-0.02057,0.00482,0.9988397953948032,0.024836775783072418,-0.04125769872846745,0.025233791486456214,-0.9996398844454659,0.009130016050039502,-0.04101608102788064,-0.010160511530297905,-0.9991068236692998
0.133,0.04001201316714287,Empty,0.30921,0.01356,0.45931,0.03807,-0.06622,0.01361,0.99924,0.01925,-0.03297,0.00743,0.9970850932669792,0.03798798483795485,-0.0661681932104127,0.03896736366066428,-0.999148286859141,0.013573703834288173,-0.06559619923529668,-0.01611253780118883,-0.9977161544104058
0.2,0.04001201316714287,Empty,0.30949,0.01914,0.44817,0.05257,-0.09496,0.01937,0.99847,0.02671,-0.04719,0.01092,0.994119555298288,0.05231316938505853,-0.09481372307015559,0.05437491457654159,-0.9983342076838762,0.019291926627495133,-0.09364656127337394,-0.02433396961239625,-0.9953080826983047
0.267,0.04001201316714287,Empty,0.31022,0.02528,0.43639,0.06912,-0.12582,0.02628,0.99731,0.03531,-0.06237,0.01528,0.9897270025411704,0.06851413945757517,-0.125484154917096,0.07232703203021218,-0.9970399240533283,0.02608045784556036,-0.12332583216248943,-0.03488842986036072,-0.9917527598062473
0.333,0.04001201316714287,Empty,0.31198,0.03224,0.42493,0.08689,-0.15684,0.03389,0.99579,0.04462,-0.07752,0.02028,0.9840005300277186,0.08571142784017882,-0.15619381563546825,0.09199926861473612,-0.9951964497794786,0.03346880518744327,-0.15257487171720782,-0.04730303884444662,-0.9871592227379322
0.4,0.04001201316714287,Empty,0.31509,0.03964,0.41483,0.10411,-0.18348,0.04154,0.99413,0.0537,-0.09039,0.02542,0.9778919224750893,0.10218033578152369,-0.1824460658319304,0.11137025088547392,-0.9929398971174839,0.040829253361127804,-0.17698603101849758,-0.060245661187305545,-0.982367754525984
0.467,0.04001201316714287,Empty,0.31901,0.04797,0.40446,0.12177,-0.20646,0.04971,0.99237,0.06306,-0.10132,0.03094,0.9715138181242711,0.11889062983768323,-0.2050022422570049,0.13142890412664865,-0.9901325123362709,0.04862150938352319,-0.1971987432862313,-0.07417968826749562,-0.9775530826992815
0.533,0.04001201316714287,Empty,0.32359,0.0565,0.39433,0.13491,-0.22277,0.05832,0.9909,0.07019,-0.1089,0.0364,0.9664305919287304,0.1311706030688043,-0.220921216443441,0.14702415694461995,-0.9874982170120588,0.05684336964614718,-0.2107031282610851,-0.08741592697312651,-0.9736337337276383
0.6,0.04001201316714287,Empty,0.32913,0.06555,0.38472,0.14327,-0.23139,0.06736,0.98993,0.07493,-0.11268,0.04162,0.9633798843499564,0.13896260408211125,-0.2293220292439938,0.15772230430217826,-0.9853073386347597,0.06552192883376844,-0.2168475804694989,-0.09929170710187615,-0.9711427720707803
0.667,0.04001201316714287,Empty,0.33543,0.07455,0.37674,0.14548,-0.23181,0.07639,0.98962,0.07654,-0.1125,0.04623,0.9629706471294697,0.14108504035523006,-0.2297445193144192,0.16188917753229742,-0.9840093006951409,0.07428048426993424,-0.2155908786682933,-0.1087230772808733,-0.9704122142170358
0.733,0.04001201316714287,Empty,0.34249,0.08395,0.36983,0.14166,-0.22455,0.08499,0.98998,0.07501,-0.10867,0.05003,0.9651304149788451,0.13764614070187225,-0.2226585323598514,0.15939199567224915,-0.9837407814221434,0.08275425477018215,-0.2076474748182128,-0.11535863607390172,-0.9713778416686212
0.8,0.04001201316714287,Empty,0.34907,0.09388,0.36257,0.13931,-0.21473,0.09081,0.99047,0.07398,-0.10365,0.05247,0.967566512107225,0.13568270784774705,-0.21308507089836612,0.15743511198284177,-0.9835470642716859,0.08859660195231925,-0.19755816906321227,-0.11927017713431382,-0.9730084247748013
0.867,0.04001201316714287,Empty,0.35508,0.10433,0.35488,0.13568,-0.20238,0.09518,0.99115,0.07216,-0.09746,0.05406,0.9705900020284569,0.1325093862074858,-0.20098833431151034,0.15358264643198827,-0.9837407126821606,0.09309447312564703,-0.18538451574321682,-0.12122488514537888,-0.9751600425284775
0.933,0.04001201316714287,Empty,0.36122,0.11502,0.34691,0.13188,-0.18763,0.09791,0.99195,0.0701,-0.09015,0.05478,0.9739183227038601,0.1291985297584795,-0.1865230297039665,0.14895168522133462,-0.9841696429430463,0.09603910338544908,-0.1711621925876851,-0.12131716209013406,-0.9777451866467931
1.0,0.04001201316714287,Empty,0.36715,0.12585,0.33866,0.12933,-0.17268,0.09878,0.99271,0.06855,-0.08277,0.05465,0.9769007509651195,0.12705937656220967,-0.1718162902387549,0.14515235351691536,-0.9846274173344807,0.09715782676517123,-0.1568302172168549,-0.11985309282973546,-0.9803262309592969
1.067,0.04001201316714287,Empty,0.37306,0.13675,0.32957,0.12552,-0.15775,0.09955,0.99345,0.06636,-0.07543,0.05444,0.9798133854822189,0.12363146716050938,-0.15710184581223896,0.14005814993976712,-0.9852656825721758,0.09815930613565857,-0.1426514783145354,-0.11818119593795,-0.9826920986053331
1.133,0.04001201316714287,Empty,0.37816,0.14729,0.31964,0.12135,-0.14663,0.09912,0.99404,0.06402,-0.07003,0.05375,0.9819939277096867,0.1197492982237916,-0.14610965579390167,0.1348064562074497,-0.9860242281786167,0.09789504997471388,-0.13234479704957036,-0.11582886954327146,-0.9844127831729107
1.2,0.04001201316714287,Empty,0.38277,0.15714,0.30923,0.1142,-0.13727,0.09801,0.99463,0.06022,-0.0656,0.0527,0.984139049070778,0.11288843518178165,-0.13684492426200545,0.12671689455496654,-0.9871915642890999,0.09693113034926167,-0.12414975122170316,-0.11273427428536899,-0.9858386392675734
1.267,0.04001201316714287,Empty,0.38728,0.16646,0.2982,0.10534,-0.12874,0.09536,0.99525,0.05554,-0.06166,0.05088,0.9862261960053949,0.10427690795377098,-0.12839087498856522,0.11682628838081693,-0.9886533006464502,0.09442599993668117,-0.11708761102649064,-0.10812482410843831,-0.9872180679847935
1.333,0.04001201316714287,Empty,0.39184,0.17514,0.28688,0.09845,-0.12048,0.09033,0.99583,0.05178,-0.05785,0.04797,0.9879436550897355,0.09757654551322864,-0.12019214672198346,0.10867728306591512,-0.9900357060287956,0.08954635075465399,-0.11025689326906049,-0.10152890501610536,-0.9887038479407703
1.4,0.04001201316714287,Empty,0.39653,0.18278,0.2757,0.09509,-0.11242,0.08341,0.99631,0.04975,-0.05409,0.04425,0.9891975709890505,0.09435099175328737,-0.11218759247142257,0.10392555317290497,-0.9911329539987069,0.08279460668124947,-0.10338106667600498,-0.0935593814268147,-0.9902317896330955
