time,gr,gr_state,tx,ty,tz,rx,ry,rz,qw,qx,qy,qz,xx,xy,xz,yx,yy,yz,zx,zy,zz
0.0,0.015881482511758804,Empty,0.30835,-0.00047,0.48579,0.01077,0.00399,0.0027,0.99998,0.00538,0.002,0.00134,0.9999341801683614,0.01075930343771847,0.003984058303016351,0.01074858940779716,-0.9999385844819619,0.0027009424193943084,0.004012873879069919,-0.00265794163694315,-0.9999884160276488
0.067,0.015881482511758804,Empty,0.30835,-0.00047,0.48579,0.01077,0.00399,0.0027,0.99998,0.00538,0.002,0.00134,0.9999342049147677,0.010755805427954013,0.0039872911942347945,0.010745087297038658,-0.9999386251517585,0.002699820103331337,0.004016085214564612,-0.0026567986764767584,-0.9999884061729628
0.133,0.015881482511758804,Empty,0.30835,-0.00047,0.48579,0.01077,0.00397,0.0027,0.99998,0.00538,0.00199,0.00134,0.999934182021743,0.010762934389628609,0.00397377249374496,0.010752220298648196,-0.9999385269208951,0.002707792074682947,0.004002672002154601,-0.002664886976013598,-0.9999884384302892
0.2,0.015881482511758804,Empty,0.30835,-0.00045,0.48578,0.01089,0.00397,0.00272,0.99998,0.00544,0.00199,0.00135,0.9999329212925943,0.010885624661867932,0.003956777853183295,0.010874927079477292,-0.9999371800025704,0.002715144475537759,0.003986085332072239,-0.0026719326765328607,-0.9999884858834615
0.267,0.015881482511758804,Empty,0.30851,0.00042,0.48511,0.0132,0.0025,0.00346,0.99998,0.0066,0.00126,0.00172,0.9999095609457033,0.013213339262603652,0.0025055129019811396,0.013204620304947345,-0.9999068112232489,0.003465093354594045,0.002551064870369417,-0.0034316956282881977,-0.9999908577247804
0.333,0.015881812199950218,Empty,0.31031,0.00402,0.4808,0.02218,-0.00503,0.0063,0.99993,0.0111,-0.00248,0.00318,0.9997411064524961,0.02218829676141082,-0.0050397972147979975,0.02221985938022447,-0.9997332868106168,0.006295481869124937,-0.0048987670144409355,-0.00640583559490825,-0.9999674831473615
0.4,0.015881812199950218,Empty,0.31341,0.01063,0.47152,0.039,-0.02143,0.01173,0.99973,0.01956,-0.0106,0.00607,0.9990104404778285,0.03897237376170082,-0.021431143219006094,0.03922968298065754,-0.9991614880153894,0.011719762800918986,-0.020956425972297178,-0.012548902352436423,-0.9997016321184118
0.467,0.015881812199950218,Empty,0.31925,0.02008,0.45819,0.06177,-0.03651,0.01911,0.99931,0.03105,-0.01795,0.01011,0.997427452960888,0.06169634385919909,-0.036497085285858905,0.06242197452814535,-0.997867314323319,0.019087171115014442,-0.035241639802417984,-0.021316288597542914,-0.9991514613232887
0.533,0.015881812199950218,Empty,0.32739,0.03152,0.44217,0.08491,-0.04995,0.03006,0.99866,0.0428,-0.02431,0.01607,0.9951544053041952,0.08470171459131937,-0.04993324692971371,0.08626412021720753,-0.9958202517862034,0.03000879363809617,-0.04718274225608643,-0.034170830802796245,-0.9983016293462825
0.6,0.015881812199950218,Empty,0.33676,0.04452,0.4252,0.10139,-0.05978,0.04305,0.99801,0.05128,-0.02875,0.023,0.9930869380381941,0.10103406730275949,-0.0597532488002605,0.10367986173097904,-0.9936822481397013,0.042965986587931944,-0.055034714220839415,-0.04886416863398723,-0.9972880593160333
0.666,0.015881482511758804,Empty,0.34789,0.05829,0.40873,0.11125,-0.0626,0.05454,0.99755,0.0564,-0.02972,0.02895,0.9918707812708389,0.11080722674316668,-0.06256286248777157,0.11424946988544399,-0.9919607797741211,0.054413877097785265,-0.05603045504072172,-0.061119308662699524,-0.9965565805394712
0.733,0.015881482511758804,Empty,0.35981,0.07329,0.39256,0.11329,-0.06015,0.06454,0.99737,0.05753,-0.02818,0.0339,0.991792652403517,0.11284469149131127,-0.060111648127689675,0.11666563298115379,-0.9910827302036693,0.06437508814089132,-0.05231122938244801,-0.07085970289432206,-0.9961136671014132
0.8,0.015881482511758804,Empty,0.37189,0.08863,0.37662,0.10993,-0.05453,0.07106,0.99744,0.05585,-0.02525,0.03695,0.992486648268148,0.10954548262068076,-0.05449807562528086,0.11327722247280725,-0.9910315739731467,0.0708850496025307,-0.046244176696129395,-0.0765258559292819,-0.9959946131862301
0.867,0.015881482511758804,Empty,0.38322,0.10445,0.36004,0.10549,-0.04664,0.07396,0.99761,0.05353,-0.02132,0.03814,0.9933611764045459,0.105169232823151,-0.04661550900254516,0.10842141590517962,-0.9913606537732182,0.07381633100780197,-0.03844957457882432,-0.07838039689697406,-0.9961817824056913
0.933,0.015881482511758804,Empty,0.39355,0.11972,0.3427,0.10107,-0.03853,0.07276,0.99784,0.05117,-0.01739,0.03729,0.9941578644646625,0.10082723813804556,-0.03852283183406777,0.1034214634484883,-0.9919810954477126,0.07264645326875005,-0.030889179678893885,-0.07620613048705174,-0.9966135079633204
1.0,0.015881482511758804,Empty,0.403,0.13438,0.3243,0.09436,-0.03123,0.06829,0.99816,0.04766,-0.01398,0.03483,0.9950658103904467,0.09417565524947263,-0.03122465292578967,0.09612314943588385,-0.9930300874812958,0.06820253293988669,-0.024584001597182402,-0.07086742068977875,-0.9971827493244394
1.067,0.015881482511758804,Empty,0.4111,0.14799,0.30506,0.0847,-0.02666,0.0614,0.99853,0.04272,-0.01201,0.03123,0.9960605581572357,0.08457252480081823,-0.02666181787333152,0.08607342738226376,-0.9943984048744992,0.06134474290207184,-0.0213243893738101,-0.06339795289964927,-0.997760477261937
1.133,0.015881482511758804,Empty,0.41792,0.16034,0.2857,0.07423,-0.02473,0.05291,0.99887,0.03742,-0.01137,0.02689,0.9969417212213694,0.074136764223032,-0.02471729513340931,0.07535928191433727,-0.9957537538391397,0.05287192397310318,-0.02069258605223029,-0.054572904502149355,-0.9982953545803317
1.2,0.015881812199950218,Empty,0.42504,0.17162,0.26655,0.06426,-0.02121,0.04215,0.9992,0.03234,-0.00992,0.0214,0.9977114527389469,0.06420562738668228,-0.02120128499460745,0.0650545432986605,-0.9969920555963159,0.04212775182745018,-0.018432673971585014,-0.04341058038906011,-0.9988872599250337
1.267,0.015881812199950218,Empty,0.43279,0.18178,0.24859,0.05769,-0.01544,0.02891,0.99945,0.02895,-0.0073,0.01467,0.9982176064848232,0.05764843908255046,-0.015435918341845066,0.05807666418372548,-0.9978936538750913,0.02890253679368062,-0.01373721882337967,-0.029747487745434124,-0.9994630437349016
1.333,0.015881812199950218,Empty,0.44078,0.19023,0.23229,0.05388,-0.00945,0.01497,0.9996,0.02697,-0.00452,0.00761,0.9985048700268426,0.053840459283139075,-0.009446135551581901,0.0539780611271492,-0.9984298600798829,0.014972755852531956,-0.008625163745226806,-0.015460253718694706,-0.9998432812722811
1.4,0.015881482511758804,Empty,0.44792,0.19772,0.21671,0.05242,-0.00654,0.00221,0.99965,0.02621,-0.00324,0.00119,0.9986054037789156,0.052388989405140585,-0.006530033128276314,0.05240434562646229,-0.9986235182762206,0.0022030218075800422,-0.00640563057088282,-0.0025421515946986704,-0.999976252399155
1.467,0.015881482511758804,Empty,0.45449,0.20451,0.20262,0.05225,-0.00572,-0.00917,0.99964,0.02611,-0.00298,-0.00451,0.998619213396587,0.05222081715280463,-0.005714270826180573,0.052167145015830696,-0.9985962651459607,-0.009169962782673518,-0.0061851124548283395,0.00885920382606044,-0.9999416277420847
1.533,0.015881812199950218,Empty,0.46023,0.21069,0.18902,0.04837,-0.00853,-0.01881,0.99966,0.02414,-0.00449,-0.0093,0.9987946204434145,0.048339599129031074,-0.008519937167620409,0.04817274025336932,-0.9986619269697741,-0.018808049274153624,-0.009417710431788698,0.018374949715908463,-0.9997868112518594
1.6,0.015881812199950218,Empty,0.46534,0.21661,0.1766,0.04239,-0.01362,-0.02686,0.99966,0.0211,-0.00709,-0.01328,0.9990090905690574,0.04237301988419129,-0.013614850211380338,0.04199630735715587,-0.9987567474837438,-0.026856461495446418,-0.014735912891562177,0.02625807574037015,-0.9995465803701523
1.666,0.015881812199950218,Empty,0.47056,0.22287,0.16526,0.0377,-0.01819,-0.03467,0.99963,0.01869,-0.00942,-0.01716,0.9991237582001304,0.037691462288350186,-0.01819531452361868,0.03704476330914935,-0.9987123980060622,-0.0346587879238407,-0.019478226598349243,0.03395437732526591,-0.9992335557561292
1.733,0.015881812199950218,Empty,0.47551,0.22926,0.1559,0.03377,-0.02223,-0.04153,0.99958,0.01665,-0.01146,-0.02057,0.9991827408074333,0.0337621622280555,-0.022225365559023,0.032819127852049934,-0.9985989694685883,-0.04150907157844303,-0.02359566315187064,0.04074573079428044,-0.9988908999998268
1.8,0.015881812199950218,Empty,0.48051,0.23591,0.14839,0.03112,-0.02557,-0.04781,0.99952,0.01525,-0.01315,-0.0237,0.9991891184251039,0.031100007890715098,-0.025571373253322843,0.029853241461756275,-0.9984120616727403,-0.04777173935093712,-0.027016468960420703,0.046969613747456604,-0.9985309037728005
1.867,0.015881482511758804,Empty,0.48491,0.24246,0.14259,0.02554,-0.03017,-0.05238,0.99947,0.01237,-0.01541,-0.02599,0.9992191469994465,0.025523062445637068,-0.030160728656562212,0.02392091902109439,-0.9983429296716222,-0.0523372181900133,-0.03144655629611795,0.05157487816833817,-0.9981739057093388
