time,gr,gr_state,tx,ty,tz,rx,ry,rz,qw,qx,qy,qz,xx,xy,xz,yx,yy,yz,zx,zy,zz
0.0,0.015856530517339706,Empty,0.30833,0.00209,0.48569,0.01429,0.00408,-0.00525,0.99997,0.00715,0.00202,-0.00264,0.9998895666680572,0.014292429709150956,0.004071967752060579,0.014313738588067781,-0.9998837552789221,-0.005252886535326636,0.003996417895728593,0.005310591523506262,-0.9999779128869165
0.067,0.015856530517339706,Empty,0.30833,0.00209,0.48569,0.01429,0.00406,-0.00525,0.99997,0.00715,0.00201,-0.00264,0.9998895012143403,0.014298822968423108,0.004065590123890126,0.014320129061449693,-0.9998836227707507,-0.005260686124688998,0.00398989536218676,0.005318324600545546,-0.9999778978349682
0.134,0.015856530517339706,Empty,0.30833,0.00211,0.48569,0.01433,0.00408,-0.00525,0.99997,0.00717,0.00202,-0.00264,0.9998891306008317,0.014319304560805934,0.004084608084912752,0.014340654555819232,-0.9998834034686745,-0.0052464363914958775,0.00400900651322957,0.005304430675787018,-0.9999778951966802
0.2,0.015856530517339706,Empty,0.30838,0.00211,0.48568,0.01431,0.00416,-0.00525,0.99997,0.00716,0.00206,-0.00264,0.9998889062332161,0.014311602520707456,0.004165720229629128,0.014333430287475857,-0.9998834461529282,-0.005258030575969144,0.004089983855265635,0.005317155502055114,-0.9999774996915836
0.267,0.015856530517339706,Empty,0.31073,0.00223,0.48561,0.01431,0.01038,-0.00553,0.99996,0.00717,0.00517,-0.0028,0.9998435841005336,0.014316010640131271,0.010385527061766119,0.014374037740939094,-0.9998813720159156,-0.0055343413873883505,0.010305065357439077,0.0056827576863476585,-0.9999307535489931
0.333,0.015856530517339706,Empty,0.31711,0.00347,0.48472,0.01484,0.02417,-0.007,0.99989,0.00746,0.01206,-0.00359,0.9995981272321832,0.014822717204701075,0.024163424603750656,0.0149958598634099,-0.9998630520790484,-0.007000091008527868,0.024056355103561584,0.00735962919175722,-0.9996835137368681
0.4,0.015856530517339706,Empty,0.32354,0.00604,0.48231,0.01526,0.03157,-0.00652,0.99984,0.00768,0.01576,-0.00338,0.9993853942066057,0.015257117991732405,0.03156032631474968,0.015470076548028844,-0.999859109002472,-0.006514512750872812,0.03145648705919406,0.006998749557564932,-0.9994806185847352
0.467,0.015856530517339706,Empty,0.33179,0.01021,0.47707,0.02125,0.03307,-0.00461,0.9998,0.01066,0.01651,-0.00248,0.9992275580918271,0.02122513106284052,0.033072359474484454,0.021388886372475935,-0.9997606238493897,-0.004605490204583692,0.03296669060718096,0.005309313669811417,-0.9994423487619313
0.533,0.015856530517339706,Empty,0.33967,0.01678,0.46881,0.03438,0.02238,-0.00204,0.99979,0.0172,0.01117,-0.00121,0.9991589254661439,0.03436145060734952,0.022377050151874016,0.03441539669538307,-0.9994055530269046,-0.002030036769680929,0.022293993173951913,0.002798444415300384,-0.9997475414209401
0.6,0.015856530517339706,Empty,0.34784,0.02573,0.45772,0.04897,0.00379,0.00119,0.9997,0.02448,0.00191,0.00055,0.9987937949506386,0.048955595645781835,0.003782171739622196,0.0489513888223041,-0.9988004448824718,0.0011970108370368108,0.00383623519467805,-0.0010104244371020627,-0.9999921311400345
0.667,0.015856530517339706,Empty,0.35657,0.0366,0.44493,0.05566,-0.01578,0.00634,0.99958,0.02785,-0.0078,0.00339,0.9983269558555916,0.05562321244979718,-0.015790739338994032,0.05572892369240223,-0.9984258384752902,0.0063349924230215035,-0.015413509535266143,-0.0072043946087126986,-0.9998552497347446
0.733,0.015856530517339706,Empty,0.36605,0.04941,0.43045,0.05129,-0.03396,0.01198,0.99951,0.02574,-0.01682,0.00642,0.9981097542300243,0.051230319196817586,-0.03394661847478113,0.05166194608868718,-0.9985929923500056,0.011961561595004114,-0.033286060704291194,-0.013692699677334226,-0.999352064158741
0.8,0.015856530517339706,Empty,0.37563,0.06383,0.41451,0.03939,-0.05027,0.01874,0.99944,0.01992,-0.02494,0.00986,0.9979623342319783,0.03931953351409084,-0.05025090783752385,0.040302799634237274,-0.9990124044274108,0.018705617920978683,-0.049465784092679155,-0.020692754393685637,-0.9985614383300104
0.867,0.015856530517339706,Empty,0.38532,0.079,0.39818,0.02413,-0.06125,0.02708,0.99936,0.01247,-0.03045,0.0139,0.9978349151435821,0.024083317685010153,-0.061200293542457325,0.025775910272724634,-0.9993025395272548,0.027019195842799406,-0.06050689687971539,-0.028538190266062368,-0.9977597341676631
0.933,0.015856530517339706,Empty,0.39613,0.09492,0.38188,0.01034,-0.06444,0.03369,0.99932,0.00571,-0.03212,0.017,0.9978708496308069,0.010314153239010693,-0.06440019953426952,0.01249860392655,-0.9993568790847724,0.03360971772911642,-0.06401212664002613,-0.03434307017297459,-0.9973580105328856
1.0,0.015856530517339706,Empty,0.40689,0.11025,0.3667,0.00595,-0.06431,0.03657,0.99931,0.00356,-0.03209,0.01837,0.9979152279668262,0.005936291970368657,-0.06426475106588173,0.00829417992829079,-0.9992997498839971,0.036485839185880005,-0.06400315907230171,-0.03694279793712562,-0.9972656743863907
1.067,0.015856530517339706,Empty,0.41856,0.12501,0.35302,0.01097,-0.05785,0.0351,0.99941,0.00599,-0.02882,0.0177,0.9982666257177657,0.01095875245610689,-0.05782430045121017,0.01299901530141001,-0.9993018419836734,0.03502647868728558,-0.05740008344296847,-0.03571742365629039,-0.997712130861451
1.133,0.015856530517339706,Empty,0.43058,0.13838,0.34062,0.02327,-0.04826,0.02983,0.99953,0.01199,-0.02395,0.01519,0.9985653850057701,0.023247973774142616,-0.04823591590998337,0.024703373731489342,-0.999250600609694,0.029799001786096013,-0.04750700153199079,-0.030947841549325627,-0.9983913640997087
1.2,0.015856530517339706,Empty,0.442,0.15104,0.32828,0.03569,-0.04057,0.02355,0.99956,0.01808,-0.02007,0.01213,0.9985405862007867,0.03565360845211646,-0.04056498384238534,0.03662711157638604,-0.999052328919837,0.023513799723167316,-0.03968818977177937,-0.024965261548668745,-0.9989001868597511
1.267,0.015856530517339706,Empty,0.4508,0.16233,0.31452,0.04603,-0.04216,0.01918,0.99946,0.02321,-0.02085,0.01007,0.9980526600952613,0.045979025857550815,-0.0421523054881137,0.04681885163389682,-0.9987196781790887,0.019157232303765113,-0.04121750609214161,-0.021093449197510362,-0.9989275166860188
1.333,0.015856530517339706,Empty,0.45837,0.17231,0.29962,0.04855,-0.04775,0.01531,0.99939,0.02445,-0.02368,0.00823,0.9976832482830433,0.04847128137637208,-0.04773542685603377,0.04925060492811323,-0.9986694628932526,0.015286654268254488,-0.046930949378955374,-0.01760223753489342,-0.9987430336298497
1.4,0.015856530517339706,Empty,0.46552,0.1808,0.28339,0.04194,-0.05637,0.01197,0.99936,0.02113,-0.02805,0.00657,0.9975332724379605,0.04186905699619076,-0.056341391937572885,0.042606211648206604,-0.9990205195888117,0.0119462198828469,-0.05578602968666705,-0.014317245082446505,-0.9983400900419893
1.467,0.015856530517339706,Empty,0.47168,0.18751,0.2662,0.02516,-0.06841,0.01031,0.99932,0.01275,-0.03413,0.00558,0.997345574995011,0.02510147169988486,-0.06834998285567219,0.025862815834177377,-0.9996126765839883,0.010276748986049262,-0.06806554778298801,-0.012017193145436054,-0.9976084744397009
1.534,0.015856530517339706,Empty,0.47813,0.19396,0.24826,0.00217,-0.07927,0.0088,0.9992,0.00126,-0.03962,0.00444,0.9968576962368005,0.0021641723617683573,-0.07918364611109484,0.0028684442171997837,-0.9999573277884102,0.008781493610672333,-0.07916126250402618,-0.008981033362037228,-0.9968213659219582
1.6,0.015856530517339706,Empty,0.486,0.20071,0.23079,-0.01755,-0.08455,0.00499,0.99907,-0.00866,-0.04228,0.00212,0.9962751099392376,-0.017492120028433478,-0.08443891906266034,-0.01713431352590611,-0.9998408924436385,0.004960352558446839,-0.08451225127492229,-0.0034950728774958283,-0.9964163105098318
1.667,0.015856530517339706,Empty,0.49476,0.20782,0.21413,-0.02805,-0.08555,-0.00138,0.99899,-0.01404,-0.04275,-0.00129,0.9959509051343067,-0.027947923906892547,-0.08544418126150909,-0.028168004545073455,-0.9996022628794536,-0.0013709727292239363,-0.0853718810973717,0.0037722136167092878,-0.9963420157367276
1.733,0.015856530517339706,Empty,0.50309,0.21498,0.19882,-0.02531,-0.08596,-0.00868,0.99898,-0.01283,-0.04291,-0.00488,0.9959885136106086,-0.02522307162078985,-0.08585264942762759,-0.026060759130670685,-0.9996229330039834,-0.008650355255528902,-0.0856020886968524,0.010853039690621352,-0.9962702916077594
1.8,0.015856530517339706,Empty,0.51001,0.22172,0.18446,-0.021,-0.09025,-0.01417,0.9989,-0.01081,-0.04503,-0.00755,0.995710741086643,-0.020916708546264595,-0.09012553127876125,-0.022277005015611417,-0.9996522064915538,-0.014113862125671457,-0.08979897066349245,0.01606105102907861,-0.9958304009757982
1.867,0.015856530517339706,Empty,0.51459,0.22731,0.17147,-0.01697,-0.10007,-0.01629,0.99868,-0.00888,-0.04994,-0.00856,0.9948533008874416,-0.016881193552207574,-0.09990963425823354,-0.018590942805558064,-0.9996958141123442,-0.016206668129438717,-0.0996056552559219,0.017980671581178456,-0.9948645178568427
1.933,0.015856530517339706,Empty,0.51733,0.23196,0.15986,-0.01205,-0.11374,-0.01592,0.99833,-0.00647,-0.05679,-0.00829,0.9934658992230724,-0.011970675356408389,-0.11349982384305084,-0.013854156525944461,-0.9997788654173171,-0.015820322746919246,-0.11328534515923369,0.0172893954889561,-0.993412053166147
2.0,0.015856530517339706,Empty,0.51957,0.23604,0.15052,-0.00624,-0.12445,-0.01588,0.99803,-0.00361,-0.06216,-0.00812,0.9922459210637271,-0.0061976848138574625,-0.12413549385789677,-0.00821686078573719,-0.9998420320145381,-0.015760527144338475,-0.12401820564426692,0.016658322844383008,-0.9921401034878031
2.067,0.015856200829148293,Empty,0.52176,0.2403,0.14404,0.00056,-0.13061,-0.01689,0.99783,-0.00027,-0.06526,-0.00841,0.991482930834783,0.0005517689366261735,-0.13023553053721365,-0.00164310124599365,-0.9998584421003713,-0.01674502848350958,-0.1302263340556138,0.016816400080240476,-0.9913416719813493
2.133,0.015856200829148293,Empty,0.5236,0.24513,0.13944,0.00877,-0.13399,-0.01867,0.99771,0.00375,-0.06698,-0.00902,0.990998782459561,0.008685122812358115,-0.1335888535971548,0.006267977837923544,-0.9998091419649981,-0.01850384006193182,-0.13372406521449706,0.017499950998460304,-0.990864080536559
2.2,0.015856200829148293,Empty,0.52413,0.25019,0.13574,0.01627,-0.1369,-0.01972,0.99758,0.00744,-0.06847,-0.00928,0.9905118560231707,0.01612028664439058,-0.13647856768018873,0.013579511215626394,-0.9997171004941827,-0.01952731048169256,-0.13675474380319633,0.01748872030785619,-0.9904505463218826
2.267,0.015856530517339706,Empty,0.52293,0.25482,0.13197,0.02371,-0.14124,-0.01944,0.9974,0.01114,-0.07067,-0.00886,0.9897623608914028,0.02348162229182299,-0.14078026274027264,0.02097780246472153,-0.9995947328726944,-0.019243227819612872,-0.14117507133494622,0.016092962055214113,-0.9898538355766787
2.333,0.015856530517339706,Empty,0.5208,0.25837,0.12799,0.03012,-0.14694,-0.01824,0.99716,0.01435,-0.07353,-0.00799,0.9887735606124798,0.02980234718531871,-0.1464194861893893,0.027451279391671357,-0.9994601312887028,-0.018051959010839558,-0.14687842963988773,0.013829897563408541,-0.989057865263659
2.4,0.015856530517339706,Empty,0.51871,0.2602,0.1239,0.03431,-0.15326,-0.0163,0.9969,0.01648,-0.07668,-0.00681,0.9876965567035898,0.03391135329282041,-0.1526614947972214,0.03182319903778408,-0.9993638066881667,-0.01610173545734711,-0.1531104042149784,0.01104545153383628,-0.988147358505572
2.467,0.015856530517339706,Empty,0.51706,0.26007,0.11975,0.03681,-0.15975,-0.01346,0.99663,0.01781,-0.0799,-0.00524,0.9865965210876096,0.03634451510245862,-0.15907979381364856,0.03467120152794323,-0.9993105044925361,-0.013282446893622304,-0.15945285310220858,0.007588928306441934,-0.9871763752261928
2.533,0.015856530517339706,Empty,0.51619,0.2588,0.11592,0.03766,-0.16581,-0.01148,0.99638,0.01829,-0.0829,-0.00416,0.9855860488966077,0.037129848830826206,-0.1650500364924929,0.03574885098030284,-0.9992965680279247,-0.011330877335826703,-0.16535464878243197,0.0052672054650857985,-0.9862201055913569
2.6,0.015856530517339706,Empty,0.51576,0.25704,0.11282,0.03862,-0.17067,-0.00979,0.99617,0.01882,-0.08531,-0.00323,0.984736322777745,0.038044359972775,-0.16984404987054003,0.036941026115096864,-0.9992708274130577,-0.009652671691635445,-0.17008743396185494,0.0032311229448404952,-0.9854236777410957
2.667,0.015856530517339706,Empty,0.51554,0.25555,0.11061,0.04702,-0.17383,-0.00942,0.99595,0.02301,-0.08689,-0.00265,0.983840949959589,0.046292722073049075,-0.1729565525375678,0.04537095925810153,-0.9989270920058857,-0.009281212887556844,-0.17320063867842028,0.0012840326054673961,-0.9848857243465635
2.733,0.015856530517339706,Empty,0.51532,0.25468,0.10911,0.05306,-0.17621,-0.00981,0.99577,0.02599,-0.08809,-0.00255,0.9831298385483394,0.05220710223692526,-0.17530013985145335,0.05130781672395174,-0.9986361520908542,-0.009661453316841179,-0.17556545360331358,0.0005041955923469928,-0.9844676314068773
2.8,0.015856530517339706,Empty,0.51486,0.25424,0.1076,0.04785,-0.17895,-0.00861,0.99571,0.02344,-0.08943,-0.00215,0.9829046584625675,0.0470645894731751,-0.1779981932220233,0.04629691463290897,-0.9988918449428758,-0.008466274392624637,-0.17819940535270135,8.077338392107464e-05,-0.9839943929756936
2.867,0.015856530517339706,Empty,0.51408,0.25374,0.10559,0.03507,-0.18265,-0.00554,0.99568,0.01721,-0.09123,-0.00116,0.9827606103170383,0.034483925234809476,-0.18163821654509482,0.03405953683580887,-0.9994049124931954,-0.0054560823855877155,-0.18171827304873014,-0.000824490672008048,-0.9833502882774372
2.933,0.015856530517339706,Empty,0.51289,0.25295,0.10289,0.01661,-0.18756,-0.00064,0.99557,0.00824,-0.09364,0.00046,0.9823261641067338,0.01631408972784254,-0.1864648969315735,0.016487186768178674,-0.9998638833199869,-0.0006224987926680692,-0.18644967145002334,-0.0024627847302572856,-0.9824614265748813
3.0,0.015856530517339706,Empty,0.51165,0.25211,0.09946,-0.00393,-0.19335,0.00506,0.99533,-0.00171,-0.09653,0.00233,0.9813573328338772,-0.0038589252940324226,-0.19215330855531623,-0.0029608149007126494,-0.9999833116386583,0.004960848647787994,-0.19216924537579683,-0.004299434818394076,-0.9813523811516122
