sec,nanosec,positions,velocities,efforts
1715322022,141617030,"array('d', [0.00265000363875696, -0.7827672165260207, 0.0017438986272350814, -2.3550334793365106, 0.004905708846500372, 1.574558730410125, 0.7945922858135864, 0.016717420890927315, 0.016717420890927315])","array('d', [0.0015539100118790717, -0.0002022144689146508, -0.00117652978599941, -7.701786318797138e-05, 0.00025402059211312674, -0.0008687399943042891, 0.0005464086619881678, 0.0, 0.0])","array('d', [-0.30114784836769104, -4.315138339996338, -0.7116196155548096, 22.45450210571289, 0.6460301876068115, 2.2003214359283447, -0.1357891857624054, 0.0, 0.0])"
1715322022,208206001,"array('d', [0.002648209008967785, -0.7827690747084656, 0.0017481292500871426, -2.3550338710307006, 0.004905145853143101, 1.5745596110043656, 0.7945915666515868, 0.016717420890927315, 0.016717420890927315])","array('d', [-7.13877604506931e-06, -0.0007225426136860515, 0.0003910999227298344, -0.0001820004875020599, 0.00010755020669317027, -0.00031025590783358777, -0.0006510517283575276, 0.0, 0.0])","array('d', [-0.27734413743019104, -4.287367343902588, -0.7631943225860596, 22.42673110961914, 0.6597630977630615, 2.1929972171783447, -0.1028302013874054, 0.0, 0.0])"
1715322022,274808195,"array('d', [0.002645932637814492, -0.7827670826579363, 0.0017416625453659125, -2.3550319104391306, 0.004905511049668376, 1.5745622364680554, 0.7945962621186009, 0.016717420890927315, 0.016717420890927315])","array('d', [-0.0005382024612224105, 0.0010783363497734314, -0.0011638988731503684, -0.0003802189765407197, -8.020936273831344e-05, 0.00029387004825641064, 0.0007749129236657893, 0.0, 0.0])","array('d', [-0.27734413743019104, -4.315138339996338, -0.7116196155548096, 22.40292739868164, 0.6533544063568115, 2.2067301273345947, -0.1421978771686554, 0.0, 0.0])"
1715322022,341583949,"array('d', [0.0026409694506599204, -0.7827946050706602, 0.001739078186799304, -2.3550396356809786, 0.004913749124757201, 1.5745666485691714, 0.7945342553718513, 0.016717420890927315, 0.016717420890927315])","array('d', [-0.002204970715450571, -0.0021851370866450073, 0.0035284128114483008, -0.002283117670349291, 0.004307737664805753, 0.004315956329668934, 0.015528667810968929, 0.0, 0.0])","array('d', [-0.5550540685653687, -5.168104648590088, -0.30298927426338196, 21.63724136352539, 0.8822362422943115, 2.5051920413970947, -0.056138306856155396, 0.0, 0.0])"
1715322022,408462315,"array('d', [0.0019967769612435405, -0.7838394649651124, 0.004479354138055602, -2.357421731236983, 0.0074189107340253664, 1.5777400590872024, 0.8017779470365928, 0.016717420890927315, 0.016717420890927315])","array('d', [0.002515678165686352, 0.02021198471114021, 0.05315179950536838, 0.021373556452838522, 0.009421525432653023, -0.000875425136060763, 0.06405561001753253, 0.0, 0.0])","array('d', [-0.6542361974716187, -3.735914707183838, -0.35456398129463196, 21.40713882446289, 1.0378758907318115, 2.2991983890533447, 0.1361224353313446, 0.0, 0.0])"
1715322022,474866144,"array('d', [0.001630187970652167, -0.7824018204903176, 0.008181952754049381, -2.356868730920773, 0.009642644979347978, 1.5778544223972868, 0.8071276103035935, 0.016717420890927315, 0.016717420890927315])","array('d', [-0.008397636184435446, 0.021065308027606238, 0.06471955299212068, 0.0028620093562811686, 0.03855059229632035, 0.006257706934559462, 0.07845790069294284, 0.0, 0.0])","array('d', [-0.9319461584091187, -3.105116367340088, -0.5330917835235596, 22.50607681274414, 1.1459081172943115, 2.5189249515533447, 0.1361224353313446, 0.0, 0.0])"
1715322022,541629618,"array('d', [0.0014543109310800437, -0.7732665513101293, 0.012101141582482083, -2.3523902006209334, 0.00983523823818136, 1.5832253243354981, 0.8100424057841384, 0.016717420890927315, 0.016717420890927315])","array('d', [-0.002893164556328906, 0.24013219364266492, 0.04813153301202833, 0.1188761554508208, -0.003138552261232861, 0.15210491784928823, 0.024866620946144016, 0.0, 0.0])","array('d', [-0.7573856115341187, -0.8913713097572327, -0.35456398129463196, 20.79220962524414, 0.8016698360443115, 2.4191324710845947, 0.1095721423625946, 0.0, 0.0])"
1715322022,608241474,"array('d', [0.0013409968424897992, -0.7554596675811449, 0.015377310449057272, -2.34690282573182, 0.009635940436879641, 1.5963372769861464, 0.8113854612821624, 0.016717420890927315, 0.016717420890927315])","array('d', [0.0031532543735560184, 0.28521277078483726, 0.017090723369660124, 0.03424265564776673, -0.007153877062590569, 0.3117374967462642, -0.01432160263771375, 0.0, 0.0])","array('d', [-1.4635623693466187, -3.105116367340088, -2.8936264514923096, 21.66104507446289, 0.7000463008880615, 2.2662394046783447, 0.029921263456344604, 0.0, 0.0])"
1715322022,674833619,"array('d', [0.00136459750122725, -0.7319427113009308, 0.014668678726055265, -2.345682662148834, 0.009610375537921267, 1.619529058499357, 0.8090531863059502, 0.016717420890927315, 0.016717420890927315])","array('d', [0.0003493162092287216, 0.3921686596491962, -0.012512589107819156, -0.0003268302624286246, -0.00018357724930297514, 0.3583231879985559, -0.03545998809881519, 0.0, 0.0])","array('d', [-0.32495155930519104, -4.489698886871338, -1.3979599475860596, 22.55765151977539, 0.8282201290130615, 2.3788492679595947, -0.0698712170124054, 0.0, 0.0])"
1715322022,741582102,"array('d', [0.001471487326561422, -0.7053914575517418, 0.013093397229101284, -2.3458202304550877, 0.009722236231580141, 1.6446889784969874, 0.8065453877376236, 0.016717420890927315, 0.016717420890927315])","array('d', [0.009682763166444161, 0.4038187249114095, -0.03140398239967875, -0.007795721653898554, 0.008710505043300572, 0.435618666812797, -0.03002675919819225, 0.0, 0.0])","array('d', [-0.17419472336769104, -6.001234531402588, -0.5330917835235596, 22.86313247680664, 1.0177342891693115, 2.6974527835845947, -0.2090313732624054, 0.0, 0.0])"
