task_id,trial_id,section,trans,path_trans,rot,path_rot,move_time
1,1,1,0.516886412860698,0.9356627009322211,0.22464712919187912,0.5612293307427527,20.867
1,1,2,0.46075400692777485,0.5093531007345816,0.26385711037950965,0.3611271912564029,10.065999999999999
1,2,1,0.5180266873434225,0.9508692614985615,0.2292931335655926,0.5254004985180972,19.867
1,2,2,0.48290505164058906,0.8165165265212064,0.3513255427765864,0.5964895936321989,15.000000000000004
1,3,1,0.519162966610678,0.7409720852160856,0.1831223084374075,0.4370895068367232,15.667
1,3,2,0.4847939213727829,0.7758186988278732,0.20613270671639441,0.535963260831229,14.133000000000003
2,1,1,0.4852603500184205,0.698543098790458,0.6700910137035552,1.0276615729525942,19.467
2,1,2,0.2947551738307574,0.45400116199937335,0.7465018682391021,1.0360156556218953,13.599999999999998
2,2,1,0.48491018910722017,0.6587691164242823,0.6637236303065038,0.8135540272106264,12.867
2,2,2,0.2955589372697094,0.5921036689131443,0.7523976891115798,1.3643583596523972,14.866
2,3,1,0.4910421013518087,1.1858099407381864,0.7365568665138126,1.5402459379031366,22.533
2,3,2,0.28273424730654756,0.9894142828616317,0.8082755846571491,1.5952112823154971,26.267000000000003
3,1,1,0.5674851504665123,1.0428645683528726,0.1479994266936605,1.2112537419369873,30.467
3,1,2,0.4321495131317402,0.9719521561560892,0.6939910222330893,1.6111186651496345,38.53300000000001
3,2,1,0.5564289172931256,0.8251069350242524,0.07404133718406655,0.7170617466373024,21.333
3,2,2,0.437112124974817,1.1493738104062854,0.6933838492402872,8.268155800160516,38.867000000000004
3,3,1,0.5593392621656378,0.7727192883091518,0.1550149291530887,0.3955467251221355,15.0
3,3,2,0.42845948443230897,1.0175060903594795,0.6867621794455663,8.036348289614526,34.733000000000004
