part_id,task_id,trial_id,section,trans,path_trans,rot,path_rot,move_time
10,1,1,1,0.5366917358223434,0.613824610550108,0.19375397789422366,0.34844272112891594,8.267
10,1,1,2,0.48249057130683914,0.5327744658442426,0.08118413738125907,0.425705726329046,9.866000000000001
10,1,2,1,0.5380398469444434,0.5793235299310026,0.19553434767007968,0.27367691803259847,6.467
10,1,2,2,0.505428677658876,0.5547391565842398,0.018598547545347288,0.36273216633516847,10.0
10,1,3,1,0.529622391803821,0.5654228412171528,0.19791759278902568,0.2883228145894737,5.667
10,1,3,2,0.4732535948093791,0.5403774275744971,0.07036191723875465,0.33999537133091984,7.333
10,2,1,1,0.49473639334498126,0.6849572647095017,0.7785752837190684,1.0444320113117813,9.067
10,2,1,2,0.32603801940877997,0.5377848299321959,0.807024964655753,1.1395419832058131,13.333
10,2,2,1,0.4936637783957823,0.7327009615778021,0.7704945341340576,0.9827622204669467,7.933
10,2,2,2,0.3098727348444842,0.45071712210518594,0.7814119254740226,1.022565100400191,9.6
10,2,3,1,0.4885595092719003,0.727035542913521,0.7778721303038448,0.9639244533906247,7.0
10,2,3,2,0.3333181642215137,0.483328643786945,0.7420590360152725,1.147595732233798,17.4
10,3,1,1,0.5537272167773587,0.5926901211775122,0.1673878235793882,0.2798029625616642,6.8
10,3,1,2,0.43838756038464416,0.8167350452066683,0.6762676303285099,7.571203305047056,23.933000000000003
10,3,2,1,0.5475404091023784,0.5834226314680084,0.19913849269335698,0.32303917106004226,8.133
10,3,2,2,0.43734019675762714,0.8140123769836235,0.6931208011778129,1.3808569267476392,41.599000000000004
10,3,3,1,0.5637061455226473,0.6048922487701069,0.20665582016499764,0.3393315448913246,10.733
10,3,3,2,0.45337274851936127,0.7821621774953267,0.6716161023779911,7.729643826229965,34.867000000000004
